id,common_name,scientific_name,dimensions,depth_water_requirement,volume_water_requirement,watering_general_benchmark,plant_anatomy,cycle,watering,sunlight,default_image,original_url,watering_guide
425,flowering-maple,['Abutilon hybridum'],"{'type': None, 'min_value': 2, 'max_value': 4, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}, {'part': 'flower', 'color': ['pink', 'white', 'white-yellow']}, {'part': 'pistils', 'color': ['yellow']}]",perennial,frequent,"['full sun', 'part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/425_abutilon_hybridum/og/24527654869_ac712f58c7_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/425_abutilon_hybridum/regular/24527654869_ac712f58c7_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/425_abutilon_hybridum/medium/24527654869_ac712f58c7_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/425_abutilon_hybridum/small/24527654869_ac712f58c7_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/425_abutilon_hybridum/thumbnail/24527654869_ac712f58c7_b.jpg'}",https://perenual.com/storage/species_image/425_abutilon_hybridum/og/24527654869_ac712f58c7_b.jpg,This plant generally waters 7-10 times per day
426,flowering-maple,"[""Abutilon hybridum 'Bella Red'""]","{'type': None, 'min_value': 1, 'max_value': 1.5, 'unit': 'feet'}","{'unit': 'inch', 'value': '1'}",[],"{'value': None, 'unit': 'days'}",[],perennial,average,"['full sun', 'part shade']","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'original_url': 'https://perenual.com/storage/species_image/426_abutilon_hybridum_bella_red/og/abutilon-mallow-flower-red.jpg', 'regular_url': 'https://perenual.com/storage/species_image/426_abutilon_hybridum_bella_red/regular/abutilon-mallow-flower-red.jpg', 'medium_url': 'https://perenual.com/storage/species_image/426_abutilon_hybridum_bella_red/medium/abutilon-mallow-flower-red.jpg', 'small_url': 'https://perenual.com/storage/species_image/426_abutilon_hybridum_bella_red/small/abutilon-mallow-flower-red.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/426_abutilon_hybridum_bella_red/thumbnail/abutilon-mallow-flower-red.jpg'}",https://perenual.com/storage/species_image/426_abutilon_hybridum_bella_red/og/abutilon-mallow-flower-red.jpg,This plant generally waters 7-10 times per day
427,flowering-maple,"[""Abutilon 'Moonchimes'""]","{'type': None, 'min_value': 2, 'max_value': 3, 'unit': 'feet'}",[],[],"{'value': None, 'unit': 'days'}",[],perennial,average,"['full sun', 'part shade']","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/427_abutilon_moonchimes/og/Abutilon_x_hybridum_27Moonchimes27_Flower_2800px.jpg', 'regular_url': 'https://perenual.com/storage/species_image/427_abutilon_moonchimes/regular/Abutilon_x_hybridum_27Moonchimes27_Flower_2800px.jpg', 'medium_url': 'https://perenual.com/storage/species_image/427_abutilon_moonchimes/medium/Abutilon_x_hybridum_27Moonchimes27_Flower_2800px.jpg', 'small_url': 'https://perenual.com/storage/species_image/427_abutilon_moonchimes/small/Abutilon_x_hybridum_27Moonchimes27_Flower_2800px.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/427_abutilon_moonchimes/thumbnail/Abutilon_x_hybridum_27Moonchimes27_Flower_2800px.jpg'}",https://perenual.com/storage/species_image/427_abutilon_moonchimes/og/Abutilon_x_hybridum_27Moonchimes27_Flower_2800px.jpg,This plant generally waters 7-10 times per day
428,flowering-maple,"[""Abutilon pictum 'Gold Dust'""]","{'type': None, 'min_value': 10, 'max_value': 15, 'unit': 'feet'}",[],[],"{'value': '3-4', 'unit': 'days'}",[],perennial,average,['full sun'],"{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/428_abutilon_pictum_gold_dust/og/Redvein_Abutilon.jpg', 'regular_url': 'https://perenual.com/storage/species_image/428_abutilon_pictum_gold_dust/regular/Redvein_Abutilon.jpg', 'medium_url': 'https://perenual.com/storage/species_image/428_abutilon_pictum_gold_dust/medium/Redvein_Abutilon.jpg', 'small_url': 'https://perenual.com/storage/species_image/428_abutilon_pictum_gold_dust/small/Redvein_Abutilon.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/428_abutilon_pictum_gold_dust/thumbnail/Redvein_Abutilon.jpg'}",https://perenual.com/storage/species_image/428_abutilon_pictum_gold_dust/og/Redvein_Abutilon.jpg,This plant generally waters 3-4 times per day
434,Jacob's coat,['Acalypha wilkesiana'],"{'type': None, 'min_value': 2, 'max_value': 4, 'unit': 'feet'}",[],[],"{'value': '3-4', 'unit': 'days'}","[{'part': 'leaves', 'color': ['yellow-orange-red-pink']}, {'part': 'stem', 'color': ['brown']}]",perennial,frequent,"['full sun', 'part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/434_acalypha_wilkesiana/og/24945289366_5035e5d0a9_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/434_acalypha_wilkesiana/regular/24945289366_5035e5d0a9_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/434_acalypha_wilkesiana/medium/24945289366_5035e5d0a9_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/434_acalypha_wilkesiana/small/24945289366_5035e5d0a9_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/434_acalypha_wilkesiana/thumbnail/24945289366_5035e5d0a9_b.jpg'}",https://perenual.com/storage/species_image/434_acalypha_wilkesiana/og/24945289366_5035e5d0a9_b.jpg,This plant generally waters 3-4 times per day
540,desert rose,['Adenium obesum'],"{'type': None, 'min_value': 3, 'max_value': 9, 'unit': 'feet'}","{'unit': 'inches', 'value': '10'}",[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'flowers', 'color': ['pink-white']}, {'part': 'leaves', 'color': ['green']}, {'part': 'flower', 'color': ['pink-white']}, {'part': 'stem', 'color': ['gray']}]",perennial,minimum,['full sun'],"{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'original_url': 'https://perenual.com/storage/species_image/540_adenium_obesum/og/9244335137_6d662ed77c_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/540_adenium_obesum/regular/9244335137_6d662ed77c_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/540_adenium_obesum/medium/9244335137_6d662ed77c_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/540_adenium_obesum/small/9244335137_6d662ed77c_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/540_adenium_obesum/thumbnail/9244335137_6d662ed77c_b.jpg'}",https://perenual.com/storage/species_image/540_adenium_obesum/og/9244335137_6d662ed77c_b.jpg,This plant generally waters 7-10 times per day
543,maidenhair fern,['Adiantum capillus-veneris'],"{'type': None, 'min_value': 0.75, 'max_value': 1.5, 'unit': 'feet'}",[],[],"{'value': '2-3', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['brown']}]",perennial,average,"['part shade', 'part sun/part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/543_adiantum_capillus-veneris/og/49636882698_cb4fa4c685_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/543_adiantum_capillus-veneris/regular/49636882698_cb4fa4c685_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/543_adiantum_capillus-veneris/medium/49636882698_cb4fa4c685_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/543_adiantum_capillus-veneris/small/49636882698_cb4fa4c685_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/543_adiantum_capillus-veneris/thumbnail/49636882698_cb4fa4c685_b.jpg'}",https://perenual.com/storage/species_image/543_adiantum_capillus-veneris/og/49636882698_cb4fa4c685_b.jpg,This plant generally waters 2-3 times per day
546,delta maidenhair fern,['Adiantum raddianum'],"{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}",[],[],"{'value': '2-3', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['brown']}]",perennial,average,['part shade'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/546_adiantum_raddianum/og/48134564587_c4562175cb_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/546_adiantum_raddianum/regular/48134564587_c4562175cb_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/546_adiantum_raddianum/medium/48134564587_c4562175cb_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/546_adiantum_raddianum/small/48134564587_c4562175cb_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/546_adiantum_raddianum/thumbnail/48134564587_c4562175cb_b.jpg'}",https://perenual.com/storage/species_image/546_adiantum_raddianum/og/48134564587_c4562175cb_b.jpg,This plant generally waters 2-3 times per day
549,urn plant,['Aechmea fasciata'],"{'type': None, 'min_value': 1, 'max_value': 3, 'unit': 'feet'}",[],[],"{'value': '1-2', 'unit': 'days'}","[{'part': 'flower', 'color': ['light-pink']}, {'part': 'buds', 'color': ['pink-blue', 'purple-blue']}, {'part': 'leaves', 'color': ['green', 'green-white']}]",perennial,average,['part sun/part shade'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/549_aechmea_fasciata/og/51446529161_03b99a881f_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/549_aechmea_fasciata/regular/51446529161_03b99a881f_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/549_aechmea_fasciata/medium/51446529161_03b99a881f_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/549_aechmea_fasciata/small/51446529161_03b99a881f_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/549_aechmea_fasciata/thumbnail/51446529161_03b99a881f_b.jpg'}",https://perenual.com/storage/species_image/549_aechmea_fasciata/og/51446529161_03b99a881f_b.jpg,This plant generally waters 1-2 times per day
551,stalked aeonium,['Aeonium undulatum'],"{'type': None, 'min_value': 2, 'max_value': 3, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],herbaceous perennial,average,"['full sun', 'part shade']","{'license': 44, 'license_name': 'Attribution-ShareAlike 4.0 International (CC BY-SA 4.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/4.0/', 'original_url': 'https://perenual.com/storage/species_image/551_aeonium_undulatum/og/023e2628848775ea95af34a39eaee4d60fab11ed.jpg', 'regular_url': 'https://perenual.com/storage/species_image/551_aeonium_undulatum/regular/023e2628848775ea95af34a39eaee4d60fab11ed.jpg', 'medium_url': 'https://perenual.com/storage/species_image/551_aeonium_undulatum/medium/023e2628848775ea95af34a39eaee4d60fab11ed.jpg', 'small_url': 'https://perenual.com/storage/species_image/551_aeonium_undulatum/small/023e2628848775ea95af34a39eaee4d60fab11ed.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/551_aeonium_undulatum/thumbnail/023e2628848775ea95af34a39eaee4d60fab11ed.jpg'}",https://perenual.com/storage/species_image/551_aeonium_undulatum/og/023e2628848775ea95af34a39eaee4d60fab11ed.jpg,This plant generally waters 7-10 times per day
552,lipstick plant,['Aeschynanthus radicans'],"{'type': None, 'min_value': 0, 'max_value': 0.25, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'flower', 'color': ['red']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['brown']}, {'part': 'thorns', 'color': ['white']}, {'part': 'stem', 'color': ['brown']}]",perennial,average,"['part shade', 'full sun']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/552_aeschynanthus_radicans/og/29949422675_2671589cdf_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/552_aeschynanthus_radicans/regular/29949422675_2671589cdf_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/552_aeschynanthus_radicans/medium/29949422675_2671589cdf_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/552_aeschynanthus_radicans/small/29949422675_2671589cdf_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/552_aeschynanthus_radicans/thumbnail/29949422675_2671589cdf_b.jpg'}",https://perenual.com/storage/species_image/552_aeschynanthus_radicans/og/29949422675_2671589cdf_b.jpg,This plant generally waters 7-10 times per day
625,Philippine evergreen,['Aglaonema commutatum'],"{'type': None, 'min_value': 1, 'max_value': 1.5, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],herbaceous perennial,average,"['part shade', 'full shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/og/24798632751_3a039ecbc6_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/regular/24798632751_3a039ecbc6_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/medium/24798632751_3a039ecbc6_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/small/24798632751_3a039ecbc6_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/625_aglaonema_commutatum/thumbnail/24798632751_3a039ecbc6_b.jpg'}",https://perenual.com/storage/species_image/625_aglaonema_commutatum/og/24798632751_3a039ecbc6_b.jpg,This plant generally waters 7-10 times per day
626,Chinese evegreen,"[""Aglaonema 'Cutlass'""]","{'type': None, 'min_value': 1, 'max_value': 4, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],herbaceous perennial,average,"['part shade', 'full shade']","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/626_aglaonema_cutlass/og/2560px-Chinese_Evergreen_28Aglaonema_nitidum_27Silver_Queen2729_1.jpg', 'regular_url': 'https://perenual.com/storage/species_image/626_aglaonema_cutlass/regular/2560px-Chinese_Evergreen_28Aglaonema_nitidum_27Silver_Queen2729_1.jpg', 'medium_url': 'https://perenual.com/storage/species_image/626_aglaonema_cutlass/medium/2560px-Chinese_Evergreen_28Aglaonema_nitidum_27Silver_Queen2729_1.jpg', 'small_url': 'https://perenual.com/storage/species_image/626_aglaonema_cutlass/small/2560px-Chinese_Evergreen_28Aglaonema_nitidum_27Silver_Queen2729_1.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/626_aglaonema_cutlass/thumbnail/2560px-Chinese_Evergreen_28Aglaonema_nitidum_27Silver_Queen2729_1.jpg'}",https://perenual.com/storage/species_image/626_aglaonema_cutlass/og/2560px-Chinese_Evergreen_28Aglaonema_nitidum_27Silver_Queen2729_1.jpg,This plant generally waters 7-10 times per day
628,Chinese evergreen,"[""Aglaonema 'Silver Queen'""]","{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]",herbaceous perennial,average,"['part shade', 'full shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/628_aglaonema_silver_queen/og/24798632751_3a039ecbc6_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/628_aglaonema_silver_queen/regular/24798632751_3a039ecbc6_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/628_aglaonema_silver_queen/medium/24798632751_3a039ecbc6_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/628_aglaonema_silver_queen/small/24798632751_3a039ecbc6_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/628_aglaonema_silver_queen/thumbnail/24798632751_3a039ecbc6_b.jpg'}",https://perenual.com/storage/species_image/628_aglaonema_silver_queen/og/24798632751_3a039ecbc6_b.jpg,This plant generally waters 7-10 times per day
667,onion,['Allium cepa'],"{'type': None, 'min_value': 1, 'max_value': 1.5, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '3-5', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green']}, {'part': 'bulbs', 'color': ['white']}]",perennial,average,['full sun'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/667_allium_cepa/og/24466615444_a161c175d3_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/667_allium_cepa/regular/24466615444_a161c175d3_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/667_allium_cepa/medium/24466615444_a161c175d3_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/667_allium_cepa/small/24466615444_a161c175d3_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/667_allium_cepa/thumbnail/24466615444_a161c175d3_b.jpg'}",https://perenual.com/storage/species_image/667_allium_cepa/og/24466615444_a161c175d3_b.jpg,This plant generally waters 3-5 times per day
710,elephant's ear,['Alocasia amazonica'],"{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['dark-green']}, {'part': 'veins', 'color': ['white']}, {'part': 'stem', 'color': ['green']}]",perennial,average,"['part shade', 'part sun/part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/710_alocasia_amazonica/og/24444063964_a3054131aa_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/710_alocasia_amazonica/regular/24444063964_a3054131aa_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/710_alocasia_amazonica/medium/24444063964_a3054131aa_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/710_alocasia_amazonica/small/24444063964_a3054131aa_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/710_alocasia_amazonica/thumbnail/24444063964_a3054131aa_b.jpg'}",https://perenual.com/storage/species_image/710_alocasia_amazonica/og/24444063964_a3054131aa_b.jpg,This plant generally waters 7-10 times per day
711,Amazonian elephant's ear,"[""Alocasia amazonica 'Polly'""]","{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],perennial,frequent,['part shade'],"{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'original_url': 'https://perenual.com/storage/species_image/711_alocasia_amazonica_polly/og/pexels-photo-12419491.jpg', 'regular_url': 'https://perenual.com/storage/species_image/711_alocasia_amazonica_polly/regular/pexels-photo-12419491.jpg', 'medium_url': 'https://perenual.com/storage/species_image/711_alocasia_amazonica_polly/medium/pexels-photo-12419491.jpg', 'small_url': 'https://perenual.com/storage/species_image/711_alocasia_amazonica_polly/small/pexels-photo-12419491.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/711_alocasia_amazonica_polly/thumbnail/pexels-photo-12419491.jpg'}",https://perenual.com/storage/species_image/711_alocasia_amazonica_polly/og/pexels-photo-12419491.jpg,This plant generally waters 7-10 times per day
712,elephant's ear,"[""Alocasia 'Frydek'""]","{'type': None, 'min_value': 2, 'max_value': 3, 'unit': 'feet'}",[],[],"{'value': '5-7', 'unit': 'days'}",[],perennial,average,['part shade'],"{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/712_alocasia_frydek/og/Alocasia_micholitziana.jpg', 'regular_url': 'https://perenual.com/storage/species_image/712_alocasia_frydek/regular/Alocasia_micholitziana.jpg', 'medium_url': 'https://perenual.com/storage/species_image/712_alocasia_frydek/medium/Alocasia_micholitziana.jpg', 'small_url': 'https://perenual.com/storage/species_image/712_alocasia_frydek/small/Alocasia_micholitziana.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/712_alocasia_frydek/thumbnail/Alocasia_micholitziana.jpg'}",https://perenual.com/storage/species_image/712_alocasia_frydek/og/Alocasia_micholitziana.jpg,This plant generally waters 5-7 times per day
713,elephant's ear,['Alocasia (group)'],"{'type': None, 'min_value': 2, 'max_value': 6, 'unit': 'feet'}",[],[],"{'value': '5-7', 'unit': 'days'}",[],perennial,average,"['full sun', 'part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/713_alocasia_group/og/24444063964_a3054131aa_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/713_alocasia_group/regular/24444063964_a3054131aa_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/713_alocasia_group/medium/24444063964_a3054131aa_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/713_alocasia_group/small/24444063964_a3054131aa_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/713_alocasia_group/thumbnail/24444063964_a3054131aa_b.jpg'}",https://perenual.com/storage/species_image/713_alocasia_group/og/24444063964_a3054131aa_b.jpg,This plant generally waters 5-7 times per day
714,elephant's ear,['Alocasia LOW RIDER'],"{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '3'}",[],"{'value': '5-7', 'unit': 'days'}",[],perennial,average,"['full sun', 'part shade']","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'original_url': 'https://perenual.com/storage/species_image/714_alocasia_low_rider/og/8415446715_799e70b503_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/714_alocasia_low_rider/regular/8415446715_799e70b503_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/714_alocasia_low_rider/medium/8415446715_799e70b503_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/714_alocasia_low_rider/small/8415446715_799e70b503_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/714_alocasia_low_rider/thumbnail/8415446715_799e70b503_b.jpg'}",https://perenual.com/storage/species_image/714_alocasia_low_rider/og/8415446715_799e70b503_b.jpg,This plant generally waters 5-7 times per day
715,giant elephant's ear,['Alocasia macrorrhizos'],"{'type': None, 'min_value': 12, 'max_value': 15, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green', 'dark-green']}, {'part': 'veins', 'color': ['green']}, {'part': 'trunk', 'color': ['green']}, {'part': 'stems', 'color': ['green']}, {'part': 'stem', 'color': ['yellow-green']}]",perennial,average,['part shade'],"{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'original_url': 'https://perenual.com/storage/species_image/715_alocasia_macrorrhizos/og/33234440338_8b31463973_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/715_alocasia_macrorrhizos/regular/33234440338_8b31463973_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/715_alocasia_macrorrhizos/medium/33234440338_8b31463973_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/715_alocasia_macrorrhizos/small/33234440338_8b31463973_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/715_alocasia_macrorrhizos/thumbnail/33234440338_8b31463973_b.jpg'}",https://perenual.com/storage/species_image/715_alocasia_macrorrhizos/og/33234440338_8b31463973_b.jpg,This plant generally waters 7-10 times per day
717,elephant's ear,"[""Alocasia 'Portora'""]","{'type': None, 'min_value': 5, 'max_value': 6, 'unit': 'feet'}",[],[],"{'value': '5-7', 'unit': 'days'}","[{'part': 'leaves', 'color': ['yellow-green', 'green']}, {'part': 'flowers', 'color': ['pink']}, {'part': 'stems', 'color': ['green']}, {'part': 'veins', 'color': ['green']}]",perennial,average,"['full sun', 'part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/717_alocasia_portora/og/50513640218_140cd83c95_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/717_alocasia_portora/regular/50513640218_140cd83c95_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/717_alocasia_portora/medium/50513640218_140cd83c95_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/717_alocasia_portora/small/50513640218_140cd83c95_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/717_alocasia_portora/thumbnail/50513640218_140cd83c95_b.jpg'}",https://perenual.com/storage/species_image/717_alocasia_portora/og/50513640218_140cd83c95_b.jpg,This plant generally waters 5-7 times per day
718,elephant's ear,"[""Alocasia 'Sarian'""]","{'type': None, 'min_value': 5, 'max_value': 10, 'unit': 'feet'}",[],[],"{'value': '5-7', 'unit': 'days'}",[],perennial,average,['part sun/part shade'],"{'license': 6, 'license_name': 'Attribution-NoDerivs License', 'license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'original_url': 'https://perenual.com/storage/species_image/718_alocasia_sarian/og/466458488_b9358efed2_z.jpg'}",https://perenual.com/storage/species_image/718_alocasia_sarian/og/466458488_b9358efed2_z.jpg,This plant generally waters 5-7 times per day
721,aloe,['Aloe harlana'],"{'type': None, 'min_value': 2, 'max_value': 3, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['green']}, {'part': 'thorns', 'color': ['orange']}]",herbaceous perennial,minimum,"['part shade', 'part sun/part shade']","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'original_url': 'https://perenual.com/storage/species_image/721_aloe_harlana/og/5582077315_8d613454aa_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/721_aloe_harlana/regular/5582077315_8d613454aa_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/721_aloe_harlana/medium/5582077315_8d613454aa_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/721_aloe_harlana/small/5582077315_8d613454aa_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/721_aloe_harlana/thumbnail/5582077315_8d613454aa_b.jpg'}",https://perenual.com/storage/species_image/721_aloe_harlana/og/5582077315_8d613454aa_b.jpg,This plant generally waters 7-10 times per day
