id,common_name,scientific_name,dimensions,depth_water_requirement,volume_water_requirement,watering_general_benchmark,plant_anatomy,cycle,watering,sunlight,default_image,original_url,watering_guide
1822,bamboo palm,['Chamaedorea seifrizii'],"{'type': None, 'min_value': 7, 'max_value': 10, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],perennial,average,['part shade'],"{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/1822_chamaedorea_seifrizii/og/2560px-Chamaedorea_seifrizii-2-JNTBGRI-kerala-India.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1822_chamaedorea_seifrizii/regular/2560px-Chamaedorea_seifrizii-2-JNTBGRI-kerala-India.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1822_chamaedorea_seifrizii/medium/2560px-Chamaedorea_seifrizii-2-JNTBGRI-kerala-India.jpg', 'small_url': 'https://perenual.com/storage/species_image/1822_chamaedorea_seifrizii/small/2560px-Chamaedorea_seifrizii-2-JNTBGRI-kerala-India.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1822_chamaedorea_seifrizii/thumbnail/2560px-Chamaedorea_seifrizii-2-JNTBGRI-kerala-India.jpg'}",https://perenual.com/storage/species_image/1822_chamaedorea_seifrizii/og/2560px-Chamaedorea_seifrizii-2-JNTBGRI-kerala-India.jpg,This plant generally waters 7-10 times per day
1845,St. Bernard's lily,['Chlorophytum amaniense'],"{'type': None, 'min_value': 1, 'max_value': 1.5, 'unit': 'feet'}",[],[],"{'value': None, 'unit': 'days'}",[],herbaceous perennial,minimum,"['part shade', 'part sun/part shade']","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/og/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/regular/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/medium/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'small_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/small/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/thumbnail/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg'}",https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/og/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg,This plant generally waters 7-10 times per day
1846,spider plant,"[""Chlorophytum 'Bonnie'""]","{'type': None, 'min_value': 0.5, 'max_value': 0.75, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['yellow-green']}, {'part': 'midribs', 'color': ['creamy-white']}]",herbaceous perennial,average,"['part shade', 'filtered shade']","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/1846_chlorophytum_bonnie/og/Chlorophytum_comosum_Variegatum_1zz.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1846_chlorophytum_bonnie/regular/Chlorophytum_comosum_Variegatum_1zz.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1846_chlorophytum_bonnie/medium/Chlorophytum_comosum_Variegatum_1zz.jpg', 'small_url': 'https://perenual.com/storage/species_image/1846_chlorophytum_bonnie/small/Chlorophytum_comosum_Variegatum_1zz.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1846_chlorophytum_bonnie/thumbnail/Chlorophytum_comosum_Variegatum_1zz.jpg'}",https://perenual.com/storage/species_image/1846_chlorophytum_bonnie/og/Chlorophytum_comosum_Variegatum_1zz.jpg,This plant generally waters 7-10 times per day
1847,spider plant,"[""Chlorophytum comosum 'Vittatum'""]","{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],herbaceous perennial,average,"['part shade', 'full shade']","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/og/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/regular/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/medium/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'small_url': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/small/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/thumbnail/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg'}",https://perenual.com/storage/species_image/1847_chlorophytum_comosum_vittatum/og/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg,This plant generally waters 7-10 times per day
1848,spider plant,"[""Chlorophytum 'Fire Flash'""]","{'type': None, 'min_value': 1, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '7-10', 'unit': 'days'}",[],herbaceous perennial,average,['part shade'],"{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/og/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/regular/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/medium/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'small_url': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/small/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/thumbnail/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg'}",https://perenual.com/storage/species_image/1845_chlorophytum_amaniense/og/2560px-Chlorophytum_orchidastrum_2016-04-28_9101.jpg,This plant generally waters 7-10 times per day
1855,chrysanthemum,"[""Chrysanthemum 'Fireworks Igloo'""]","{'type': None, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '2-3', 'unit': 'days'}","[{'part': 'flowers', 'color': ['red']}, {'part': 'buds', 'color': ['green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]",herbaceous perennial,average,['full sun'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1855_chrysanthemum_fireworks_igloo/og/52490883914_96f0252e60_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1855_chrysanthemum_fireworks_igloo/regular/52490883914_96f0252e60_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1855_chrysanthemum_fireworks_igloo/medium/52490883914_96f0252e60_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1855_chrysanthemum_fireworks_igloo/small/52490883914_96f0252e60_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1855_chrysanthemum_fireworks_igloo/thumbnail/52490883914_96f0252e60_b.jpg'}",https://perenual.com/storage/species_image/1855_chrysanthemum_fireworks_igloo/og/52490883914_96f0252e60_b.jpg,This plant generally waters 2-3 times per day
1864,chrysanthemum,"[""Chrysanthemum 'Radiant Igloo'""]","{'type': None, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '2-3', 'unit': 'days'}",[],herbaceous perennial,frequent,['full sun'],"{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'original_url': 'https://perenual.com/storage/species_image/1864_chrysanthemum_radiant_igloo/og/pexels-photo-13223158.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1864_chrysanthemum_radiant_igloo/regular/pexels-photo-13223158.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1864_chrysanthemum_radiant_igloo/medium/pexels-photo-13223158.jpg', 'small_url': 'https://perenual.com/storage/species_image/1864_chrysanthemum_radiant_igloo/small/pexels-photo-13223158.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1864_chrysanthemum_radiant_igloo/thumbnail/pexels-photo-13223158.jpg'}",https://perenual.com/storage/species_image/1864_chrysanthemum_radiant_igloo/og/pexels-photo-13223158.jpg,This plant generally waters 2-3 times per day
1868,chrysanthemum,"[""Chrysanthemum 'Yobra' BRAVO""]","{'type': None, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet'}",[],[],"{'value': None, 'unit': 'days'}","[{'part': 'flowers', 'color': ['red']}, {'part': 'center', 'color': ['yellow']}, {'part': 'leaves', 'color': ['green']}]",herbaceous perennial,frequent,['full sun'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1868_chrysanthemum_yobra_bravo/og/52490115127_4f2864351f_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1868_chrysanthemum_yobra_bravo/regular/52490115127_4f2864351f_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1868_chrysanthemum_yobra_bravo/medium/52490115127_4f2864351f_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1868_chrysanthemum_yobra_bravo/small/52490115127_4f2864351f_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1868_chrysanthemum_yobra_bravo/thumbnail/52490115127_4f2864351f_b.jpg'}",https://perenual.com/storage/species_image/1868_chrysanthemum_yobra_bravo/og/52490115127_4f2864351f_b.jpg,This plant generally waters 7-10 times per day
1871,chrysanthemum,"[""Chrysanthemum 'Yogrena' GRENADINE""]","{'type': None, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '2-3', 'unit': 'days'}",[],herbaceous perennial,average,['full sun'],"{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'original_url': 'https://perenual.com/storage/species_image/1871_chrysanthemum_yogrena_grenadine/og/g20a34d9a43fd3fe5557dc7e76de44fcbc1f2a32356b3018467fb1b19d739358a5b6cf0b12b5bea8cc676f723a1e703e7e74fa5a769a6902ec38e069a37cf76d4_1280.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1871_chrysanthemum_yogrena_grenadine/regular/g20a34d9a43fd3fe5557dc7e76de44fcbc1f2a32356b3018467fb1b19d739358a5b6cf0b12b5bea8cc676f723a1e703e7e74fa5a769a6902ec38e069a37cf76d4_1280.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1871_chrysanthemum_yogrena_grenadine/medium/g20a34d9a43fd3fe5557dc7e76de44fcbc1f2a32356b3018467fb1b19d739358a5b6cf0b12b5bea8cc676f723a1e703e7e74fa5a769a6902ec38e069a37cf76d4_1280.jpg', 'small_url': 'https://perenual.com/storage/species_image/1871_chrysanthemum_yogrena_grenadine/small/g20a34d9a43fd3fe5557dc7e76de44fcbc1f2a32356b3018467fb1b19d739358a5b6cf0b12b5bea8cc676f723a1e703e7e74fa5a769a6902ec38e069a37cf76d4_1280.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1871_chrysanthemum_yogrena_grenadine/thumbnail/g20a34d9a43fd3fe5557dc7e76de44fcbc1f2a32356b3018467fb1b19d739358a5b6cf0b12b5bea8cc676f723a1e703e7e74fa5a769a6902ec38e069a37cf76d4_1280.jpg'}",https://perenual.com/storage/species_image/1871_chrysanthemum_yogrena_grenadine/og/g20a34d9a43fd3fe5557dc7e76de44fcbc1f2a32356b3018467fb1b19d739358a5b6cf0b12b5bea8cc676f723a1e703e7e74fa5a769a6902ec38e069a37cf76d4_1280.jpg,This plant generally waters 2-3 times per day
1873,chrysanthemum,"[""Chrysanthemum 'Yoraquel' RAQUEL""]","{'type': None, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet'}","{'unit': 'inches', 'value': '3'}",[],"{'value': '2-3', 'unit': 'days'}","[{'part': 'flowers', 'color': ['red']}, {'part': 'center', 'color': ['yellow']}, {'part': 'leaves', 'color': ['green', 'dark-green']}, {'part': 'stems', 'color': ['dark-green']}]",herbaceous perennial,average,['full sun'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1873_chrysanthemum_yoraquel_raquel/og/52491071815_0917dd797b_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1873_chrysanthemum_yoraquel_raquel/regular/52491071815_0917dd797b_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1873_chrysanthemum_yoraquel_raquel/medium/52491071815_0917dd797b_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1873_chrysanthemum_yoraquel_raquel/small/52491071815_0917dd797b_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1873_chrysanthemum_yoraquel_raquel/thumbnail/52491071815_0917dd797b_b.jpg'}",https://perenual.com/storage/species_image/1873_chrysanthemum_yoraquel_raquel/og/52491071815_0917dd797b_b.jpg,This plant generally waters 2-3 times per day
1891,meyer lemon,['Citrus meyeri'],"{'type': None, 'min_value': 6, 'max_value': 10, 'unit': 'feet'}","{'unit': 'inches', 'value': '10'}",[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'fruit', 'color': ['green', 'dark-green']}, {'part': 'petiole', 'color': ['light-green']}, {'part': 'leaves', 'color': ['dark-green', 'green']}, {'part': 'veins', 'color': ['green', 'light-green']}, {'part': 'midribs', 'color': ['green', 'light-green']}, {'part': 'stems', 'color': ['green']}, {'part': 'fruits', 'color': ['lime-green']}, {'part': 'branches', 'color': ['brown', 'light-brown']}]",perennial,minimum,"['full sun', 'part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1891_citrus_meyeri/og/52503082796_4e584f5e18_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1891_citrus_meyeri/regular/52503082796_4e584f5e18_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1891_citrus_meyeri/medium/52503082796_4e584f5e18_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1891_citrus_meyeri/small/52503082796_4e584f5e18_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1891_citrus_meyeri/thumbnail/52503082796_4e584f5e18_b.jpg'}",https://perenual.com/storage/species_image/1891_citrus_meyeri/og/52503082796_4e584f5e18_b.jpg,This plant generally waters 7-10 times per day
1971,bleeding heart,['Clerodendrum thomsoniae'],"{'type': None, 'min_value': 12, 'max_value': 15, 'unit': 'feet'}",[],[],"{'value': '2-3', 'unit': 'days'}","[{'part': 'flowers', 'color': ['white-red', 'white']}, {'part': 'stigmas', 'color': ['white']}, {'part': 'petioles', 'color': ['green']}, {'part': 'leaves', 'color': ['green', 'dark-green']}, {'part': 'veins', 'color': ['green']}, {'part': 'stems', 'color': ['green-brown']}, {'part': 'center', 'color': ['red']}, {'part': 'filaments', 'color': ['light-green']}, {'part': 'anthers', 'color': ['purple']}]",perennial,average,"['part shade', 'full sun']","{'license': 5, 'license_name': 'Attribution-ShareAlike License', 'license_url': 'https://creativecommons.org/licenses/by-sa/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1971_clerodendrum_thomsoniae/og/52381329793_ec96f8918a_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1971_clerodendrum_thomsoniae/regular/52381329793_ec96f8918a_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1971_clerodendrum_thomsoniae/medium/52381329793_ec96f8918a_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1971_clerodendrum_thomsoniae/small/52381329793_ec96f8918a_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1971_clerodendrum_thomsoniae/thumbnail/52381329793_ec96f8918a_b.jpg'}",https://perenual.com/storage/species_image/1971_clerodendrum_thomsoniae/og/52381329793_ec96f8918a_b.jpg,This plant generally waters 2-3 times per day
1993,Natal lily,['Clivia miniata'],"{'type': None, 'min_value': 1.5, 'max_value': 2, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'flowers', 'color': ['bright-orange']}, {'part': 'center', 'color': ['orange', 'light-orange']}, {'part': 'filaments', 'color': ['light-orange']}, {'part': 'anthers', 'color': ['yellow']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stamens', 'color': ['light-orange']}, {'part': 'petioles', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]",herbaceous perennial,average,"['part shade', 'full sun']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1993_clivia_miniata/og/41360263231_d0922e6f41_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1993_clivia_miniata/regular/41360263231_d0922e6f41_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1993_clivia_miniata/medium/41360263231_d0922e6f41_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1993_clivia_miniata/small/41360263231_d0922e6f41_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1993_clivia_miniata/thumbnail/41360263231_d0922e6f41_b.jpg'}",https://perenual.com/storage/species_image/1993_clivia_miniata/og/41360263231_d0922e6f41_b.jpg,This plant generally waters 7-10 times per day
1999,croton,['Codiaeum variegatum'],"{'type': None, 'min_value': 2, 'max_value': 6, 'unit': 'feet'}","{'unit': 'inches', 'value': '2'}",[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'leaves', 'color': ['yellow-green', 'red-green']}, {'part': 'veins', 'color': ['yellow', 'red']}, {'part': 'midribs', 'color': ['red']}, {'part': 'branches', 'color': ['light-brown', 'red-brown']}]",perennial,average,"['part shade', 'full sun']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/og/29041866364_2c535b2297_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/regular/29041866364_2c535b2297_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/medium/29041866364_2c535b2297_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/small/29041866364_2c535b2297_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/1999_codiaeum_variegatum/thumbnail/29041866364_2c535b2297_b.jpg'}",https://perenual.com/storage/species_image/1999_codiaeum_variegatum/og/29041866364_2c535b2297_b.jpg,This plant generally waters 7-10 times per day
2000,croton,['Codiaeum variegatum var. pictum'],"{'type': None, 'min_value': 3, 'max_value': 6, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],perennial,average,['full sun'],"{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'original_url': 'https://perenual.com/storage/species_image/2000_codiaeum_variegatum_var_pictum/og/croton-plant-vibrant-garden-outdoors.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2000_codiaeum_variegatum_var_pictum/regular/croton-plant-vibrant-garden-outdoors.jpg', 'medium_url': 'https://perenual.com/storage/species_image/2000_codiaeum_variegatum_var_pictum/medium/croton-plant-vibrant-garden-outdoors.jpg', 'small_url': 'https://perenual.com/storage/species_image/2000_codiaeum_variegatum_var_pictum/small/croton-plant-vibrant-garden-outdoors.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2000_codiaeum_variegatum_var_pictum/thumbnail/croton-plant-vibrant-garden-outdoors.jpg'}",https://perenual.com/storage/species_image/2000_codiaeum_variegatum_var_pictum/og/croton-plant-vibrant-garden-outdoors.jpg,This plant generally waters 7-10 times per day
2030,columnea,['Columnea microcalyx'],"{'type': None, 'min_value': 0.25, 'max_value': 1, 'unit': 'feet'}","{'unit': 'inch', 'value': '1'}",[],"{'value': '7-10', 'unit': 'days'}",[],perennial,average,"['full sun', 'part sun/part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/2030_columnea_microcalyx/og/49358950793_0a0edfbc8e_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2030_columnea_microcalyx/regular/49358950793_0a0edfbc8e_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/2030_columnea_microcalyx/medium/49358950793_0a0edfbc8e_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2030_columnea_microcalyx/small/49358950793_0a0edfbc8e_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2030_columnea_microcalyx/thumbnail/49358950793_0a0edfbc8e_b.jpg'}",https://perenual.com/storage/species_image/2030_columnea_microcalyx/og/49358950793_0a0edfbc8e_b.jpg,This plant generally waters 7-10 times per day
2193,jade plant,['Crassula ovata'],"{'type': None, 'min_value': 3, 'max_value': 6, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}","[{'part': 'foliage', 'color': ['yellow-green', 'pink-green']}, {'part': 'branches', 'color': ['brown', 'gray-brown', 'gray-white']}, {'part': 'trunk', 'color': ['gray-brown', 'gray-white']}, {'part': 'flowers', 'color': ['orange-white']}, {'part': 'leaves', 'color': ['orange-green', 'pink-green']}, {'part': 'twigs', 'color': ['brown']}, {'part': 'barks', 'color': ['gray-white']}]",perennial,minimum,['full sun'],"{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/og/33253726791_980c738a1e_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/regular/33253726791_980c738a1e_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/medium/33253726791_980c738a1e_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2193_crassula_ovata/small/33253726791_980c738a1e_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2193_crassula_ovata/thumbnail/33253726791_980c738a1e_b.jpg'}",https://perenual.com/storage/species_image/2193_crassula_ovata/og/33253726791_980c738a1e_b.jpg,This plant generally waters 7-10 times per day
2242,firecracker flower,['Crossandra infundibuliformis'],"{'type': None, 'min_value': 1, 'max_value': 3, 'unit': 'feet'}",[],[],"{'value': '2-3', 'unit': 'days'}",[],perennial,average,"['part shade', 'part sun/part shade']","{'license': 45, 'license_name': 'Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)', 'license_url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en', 'original_url': 'https://perenual.com/storage/species_image/2242_crossandra_infundibuliformis/og/2560px-Crossandra_infundibuliformis_3.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2242_crossandra_infundibuliformis/regular/2560px-Crossandra_infundibuliformis_3.jpg', 'medium_url': 'https://perenual.com/storage/species_image/2242_crossandra_infundibuliformis/medium/2560px-Crossandra_infundibuliformis_3.jpg', 'small_url': 'https://perenual.com/storage/species_image/2242_crossandra_infundibuliformis/small/2560px-Crossandra_infundibuliformis_3.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2242_crossandra_infundibuliformis/thumbnail/2560px-Crossandra_infundibuliformis_3.jpg'}",https://perenual.com/storage/species_image/2242_crossandra_infundibuliformis/og/2560px-Crossandra_infundibuliformis_3.jpg,This plant generally waters 2-3 times per day
2244,cryptanthus,['Cryptanthus (group)'],"{'type': None, 'min_value': 0.25, 'max_value': 0.5, 'unit': 'feet'}",[],[],"{'value': '7-10', 'unit': 'days'}",[],perennial,average,"['part shade', 'part sun/part shade']","{'license': 451, 'license_name': 'CC0 1.0 Universal (CC0 1.0) Public Domain Dedication', 'license_url': 'https://creativecommons.org/publicdomain/zero/1.0/', 'original_url': 'https://perenual.com/storage/species_image/2244_cryptanthus_group/og/black-mystic-starfish-plant-crytanthus-earth-star.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2244_cryptanthus_group/regular/black-mystic-starfish-plant-crytanthus-earth-star.jpg', 'medium_url': 'https://perenual.com/storage/species_image/2244_cryptanthus_group/medium/black-mystic-starfish-plant-crytanthus-earth-star.jpg', 'small_url': 'https://perenual.com/storage/species_image/2244_cryptanthus_group/small/black-mystic-starfish-plant-crytanthus-earth-star.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2244_cryptanthus_group/thumbnail/black-mystic-starfish-plant-crytanthus-earth-star.jpg'}",https://perenual.com/storage/species_image/2244_cryptanthus_group/og/black-mystic-starfish-plant-crytanthus-earth-star.jpg,This plant generally waters 7-10 times per day
2263,cuphea,['Cuphea VERMILLIONAIRE'],"{'type': None, 'min_value': 1.5, 'max_value': 2.5, 'unit': 'feet'}",[],[],"{'value': None, 'unit': 'days'}","[{'part': 'flowers', 'color': ['orange-white']}, {'part': 'stamens', 'color': ['dark-pink']}, {'part': 'leaves', 'color': ['green']}, {'part': 'midribs', 'color': ['lime-green']}, {'part': 'stems', 'color': ['red-brown']}]",annual,frequent,"['full sun', 'part sun/part shade']","{'license': 4, 'license_name': 'Attribution License', 'license_url': 'https://creativecommons.org/licenses/by/2.0/', 'original_url': 'https://perenual.com/storage/species_image/2263_cuphea_vermillionaire/og/32464743934_597a0058bf_b.jpg', 'regular_url': 'https://perenual.com/storage/species_image/2263_cuphea_vermillionaire/regular/32464743934_597a0058bf_b.jpg', 'medium_url': 'https://perenual.com/storage/species_image/2263_cuphea_vermillionaire/medium/32464743934_597a0058bf_b.jpg', 'small_url': 'https://perenual.com/storage/species_image/2263_cuphea_vermillionaire/small/32464743934_597a0058bf_b.jpg', 'thumbnail': 'https://perenual.com/storage/species_image/2263_cuphea_vermillionaire/thumbnail/32464743934_597a0058bf_b.jpg'}",https://perenual.com/storage/species_image/2263_cuphea_vermillionaire/og/32464743934_597a0058bf_b.jpg,This plant generally waters 7-10 times per day
